sentence #,pattern,benefit_type,requirement_text,word,POS,tags
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,the,DT,O
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,following,JJ,O
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,types,NNS,O
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,of,IN,O
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,transplants,NNS,O
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,are,VBP,O
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,covered,VBN,O
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,corneal,NN,U_INCLUSION
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,kidney,NN,U_INCLUSION
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,kidney,SYM,B_INCLUSION
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,-,:,I_INCLUSION
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,pancreatic,JJ,I_INCLUSION
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,heart,NN,U_INCLUSION
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,liver,RB,U_INCLUSION
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,"lung,",JJ,U_INCLUSION
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,heart,NN,B_INCLUSION
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,lung,NN,I_INCLUSION
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,bone,NN,B_INCLUSION
sentence 189,"Under certain conditions, the following types of transplants are covered:  corneal, kidney, kidney-pancreatic, heart, liver, lung, heart/lung, bone marrow, stem cell, and intestinal/multivisceral.",TRPT,Transplants,marrow,NN,I_INCLUSION
